RNAseqname                                   	numofnts  	Time(s)   	MFEILP    	MFEARCHIVE	MFERNAstr 	MFERNAFold	MFEUNAfold	F1ILP     	F1RNAstr  	F1RNAFold 	F1UNAFold 	FbILP     	FbRNAstr  	FbRNAFold 	FbUNAFold 	INFILP    	INFRNAstr 	INFRNAFold	INFUNAFold
srp_Acin.spec._CR543861                      	47        	28.26     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	39.71     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	44.86     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	39.62     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	17.50     	-18.27    	-14.30    	-14.30    	-15.30    	-16.60    	0.67      	1.00      	0.55      	0.67      	0.70      	1.00      	0.55      	0.70      	0.67      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	39.77     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	46.73     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	41.54     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	49.36     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	38.45     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	40.95     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	39.43     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	41.27     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	48.60     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	74.54     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	48.19     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	64.26     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	42.65     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	43.25     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	41.92     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	33.62     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	33.06     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	36.95     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	33.32     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	34.53     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	39.12     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Acin.spec._CR543861                      	47        	33.86     	-15.03    	-14.30    	-14.30    	-15.30    	-16.60    	1.00      	1.00      	0.55      	0.67      	1.00      	1.00      	0.55      	0.70      	1.00      	1.00      	0.55      	0.67      
srp_Baci.amyl._CP000560                      	30        	0.25      	-7.63     	-5.00     	-5.00     	-5.00     	-6.70     	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      
srp_Brad.japo._BA000040                      	33        	0.60      	-10.94    	-10.00    	-10.80    	-10.00    	-11.00    	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      
srp_Brad.spec._CP000494                      	33        	0.60      	-10.94    	-10.00    	-10.80    	-10.00    	-11.00    	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      
srp_Bruc.abor._AE017223                      	33        	0.58      	-10.94    	-10.00    	-10.80    	-10.00    	-11.00    	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      
srp_Camp.jeju._AL139074                      	36        	1.21      	-10.04    	-8.70     	-8.70     	-8.70     	-9.50     	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      	1.00      
srp_Dein.geot._CP000359                      	32        	0.61      	-10.86    	-8.70     	-9.70     	-9.50     	-10.10    	1.00      	0.00      	0.00      	1.00      	1.00      	0.00      	0.00      	1.00      	1.00      	0.00      	0.00      	1.00      
srp_Ferv.nodo._CP000771                      	35        	0.83      	-10.94    	-10.00    	-10.80    	-10.00    	-11.00    	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      	1.00      	0.00      	1.00      	1.00      
srp_Rhod.spha._CP000577                      	42        	10.21     	-10.55    	-8.00     	-9.40     	-9.40     	-9.50     	1.00      	0.00      	0.00      	0.82      	1.00      	0.00      	0.00      	0.74      	1.00      	0.00      	0.00      	0.84      
srp_Rhod.spha._CP000143                      	41        	7.57      	-10.55    	-7.80     	-8.70     	-8.70     	-9.50     	1.00      	0.82      	0.82      	0.82      	1.00      	0.74      	0.74      	0.74      	1.00      	0.84      	0.84      	0.84      
